judged_run,generator,difficulty,n_pass,pass_rate,n_score,mean_score
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),5.0,14,0.8571428571428571,14,0.96
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),5.5,14,1.0,14,0.9710714285714285
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),6.0,14,0.9285714285714286,14,0.9596428571428571
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),6.5,14,0.8571428571428571,14,0.9446428571428571
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),7.0,14,0.7857142857142857,14,0.8775000000000001
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),7.5,1,1.0,1,0.93
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),8.0,14,0.8571428571428571,14,0.9450000000000001
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),8.5,5,0.4,5,0.724
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),9.0,14,0.8571428571428571,14,0.8953571428571429
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),9.5,14,0.8571428571428571,14,0.8721428571428571
gemma4_e4b_non_thinking,Gemma4-E4B (non-thinking),10.0,14,0.7857142857142857,14,0.9178571428571428
gemma4_e4b_thinking,Gemma4-E4B (thinking),5.0,14,0.9285714285714286,14,0.9432142857142857
gemma4_e4b_thinking,Gemma4-E4B (thinking),5.5,14,0.9285714285714286,14,0.9746428571428571
gemma4_e4b_thinking,Gemma4-E4B (thinking),6.0,14,1.0,14,0.9610714285714286
gemma4_e4b_thinking,Gemma4-E4B (thinking),6.5,14,0.9285714285714286,14,0.9464285714285714
gemma4_e4b_thinking,Gemma4-E4B (thinking),7.0,14,0.7857142857142857,14,0.9117857142857143
gemma4_e4b_thinking,Gemma4-E4B (thinking),7.5,1,1.0,1,0.95
gemma4_e4b_thinking,Gemma4-E4B (thinking),8.0,14,0.7857142857142857,14,0.9542857142857143
gemma4_e4b_thinking,Gemma4-E4B (thinking),8.5,5,0.6,5,0.8160000000000001
gemma4_e4b_thinking,Gemma4-E4B (thinking),9.0,14,0.7142857142857143,14,0.9107142857142857
gemma4_e4b_thinking,Gemma4-E4B (thinking),9.5,14,0.9285714285714286,14,0.88
gemma4_e4b_thinking,Gemma4-E4B (thinking),10.0,14,0.8571428571428571,14,0.9453571428571428
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),5.0,14,0.8571428571428571,14,0.9335714285714286
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),5.5,14,0.5714285714285714,14,0.9517857142857142
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),6.0,14,0.9285714285714286,14,0.9450000000000001
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),6.5,14,0.5714285714285714,14,0.9217857142857142
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),7.0,14,0.42857142857142855,14,0.8621428571428572
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),7.5,1,1.0,1,0.975
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),8.0,14,0.7142857142857143,14,0.8964285714285715
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),8.5,5,0.2,5,0.6060000000000001
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),9.0,14,0.6428571428571429,14,0.8414285714285714
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),9.5,14,0.5714285714285714,14,0.8257142857142857
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),10.0,14,0.8571428571428571,14,0.9435714285714285
qwen3_8b_thinking,Qwen3-8B (thinking),5.0,14,0.42857142857142855,14,0.915
qwen3_8b_thinking,Qwen3-8B (thinking),5.5,14,0.7857142857142857,14,0.9364285714285714
qwen3_8b_thinking,Qwen3-8B (thinking),6.0,14,0.9285714285714286,14,0.9357142857142857
qwen3_8b_thinking,Qwen3-8B (thinking),6.5,14,0.7142857142857143,14,0.905
qwen3_8b_thinking,Qwen3-8B (thinking),7.0,14,0.42857142857142855,14,0.8692857142857143
qwen3_8b_thinking,Qwen3-8B (thinking),7.5,1,1.0,1,0.96
qwen3_8b_thinking,Qwen3-8B (thinking),8.0,14,0.5714285714285714,14,0.8724999999999999
qwen3_8b_thinking,Qwen3-8B (thinking),8.5,5,0.2,5,0.766
qwen3_8b_thinking,Qwen3-8B (thinking),9.0,14,0.42857142857142855,14,0.8292857142857143
qwen3_8b_thinking,Qwen3-8B (thinking),9.5,14,0.42857142857142855,14,0.7285714285714285
qwen3_8b_thinking,Qwen3-8B (thinking),10.0,14,0.8571428571428571,14,0.9339285714285713
